V1,V2,V3,V4
6.5,5.5,44.0,44.0
20.0,20.0,44.0,44.0
2.673095703125,1.326904296875,36.734375,39.265625
20.53662109375,19.46337890625,38.3046875,41.6953125
19.428955078125,20.571044921875,44.62939453125,47.37060546875
9.79833984375,14.20166015625,45.2431640625,46.7568359375
14.4326171875,21.5673828125,47.4677734375,48.5322265625
13.9437255859375,22.0562744140625,28.77783203125,31.22216796875
8.36474609375,15.63525390625,39.1904296875,44.8095703125
11.136474609375,16.863525390625,45.3486328125,54.6513671875
17.50390625,22.49609375,30.19921875,41.80078125
15.0384521484375,20.9615478515625,30.435546875,41.564453125
3.9273681640625,12.0726318359375,30.06103515625,37.93896484375
4.816162109375,15.183837890625,44.37451171875,47.62548828125
4.3404541015625,15.6595458984375,46.388671875,45.611328125
14.691650390625,25.308349609375,43.39013671875,40.60986328125
7.523193359375,16.476806640625,31.29345703125,28.70654296875
8.226318359375,15.773681640625,38.59375,37.40625
12.347412109375,19.652587890625,36.0166015625,35.9833984375
1.8587646484375,10.1412353515625,40.1474609375,39.8525390625
-2.891845703125,6.891845703125,39.1669921875,36.8330078125
12.5478515625,23.4521484375,36.861328125,31.138671875
2.4417724609375,13.5582275390625,36.7236328125,27.2763671875
-3.23681640625,7.23681640625,56.13720703125,43.86279296875
-0.6978759765625,8.6978759765625,40.611328125,27.388671875
7.8875732421875,16.1124267578125,49.99755859375,38.00244140625
12.538330078125,19.461669921875,48.595703125,39.404296875
13.4439697265625,18.5560302734375,48.99951171875,43.00048828125
14.773193359375,17.226806640625,39.77294921875,36.22705078125
8.4281005859375,7.5718994140625,49.1669921875,46.8330078125
7.9576416015625,4.0423583984375,45.1044921875,42.8955078125
6.7498779296875,1.2501220703125,41.38427734375,38.61572265625
20.395263671875,15.604736328125,47.91796875,44.08203125
20.9931640625,19.0068359375,38.7919921875,33.2080078125
15.18212890625,16.81787109375,38.10791015625,29.89208984375
7.876708984375,12.123291015625,51.6865234375,40.3134765625
1.836669921875,6.163330078125,40.986328125,27.013671875
3.2689208984375,4.7310791015625,53.32666015625,38.67333984375
11.6812744140625,8.3187255859375,38.29833984375,25.70166015625
8.0599365234375,-0.0599365234375,44.07373046875,35.92626953125
13.32666015625,2.67333984375,31.365234375,28.634765625
8.842529296875,-0.842529296875,49.09619140625,50.90380859375
10.6990966796875,5.3009033203125,45.994140625,50.005859375
15.6544189453125,16.3455810546875,40.32763671875,43.67236328125
-1.234375,5.234375,35.8583984375,36.1416015625
6.9410400390625,17.0589599609375,35.95556640625,32.04443359375
2.6187744140625,13.3812255859375,39.759765625,32.240234375
13.6922607421875,22.3077392578125,44.4677734375,35.5322265625
15.653076171875,20.346923828125,33.66943359375,26.33056640625
7.816650390625,8.183349609375,49.57275390625,46.42724609375
17.4854736328125,14.5145263671875,29.02294921875,30.97705078125
6.052734375,1.947265625,29.14990234375,34.85009765625
5.101806640625,2.898193359375,42.8583984375,49.1416015625
8.562744140625,11.437255859375,38.345703125,41.654296875
12.83203125,23.16796875,31.0068359375,28.9931640625
-1.2242431640625,17.2242431640625,51.6982421875,44.3017578125
-6.4681396484375,18.4681396484375,47.291015625,36.708984375
-9.8743896484375,17.8743896484375,53.17236328125,42.82763671875
3.0152587890625,28.9847412109375,47.4931640625,40.5068359375
-6.19970703125,14.19970703125,47.0498046875,44.9501953125
5.2918701171875,18.7081298828125,30.92138671875,33.07861328125
13.9791259765625,22.0208740234375,31.9765625,36.0234375
-1.2904052734375,5.2904052734375,40.50341796875,43.49658203125
3.2418212890625,12.7581787109375,30.08837890625,29.91162109375
4.37255859375,19.62744140625,39.85107421875,36.14892578125
-2.4571533203125,18.4571533203125,34.875,29.125
-1.892578125,21.892578125,32.65625,27.34375
0.6534423828125,23.3465576171875,43.298828125,40.701171875
8.7476806640625,27.2523193359375,37.40625,38.59375
9.2545166015625,22.7454833984375,31.70166015625,36.29833984375
11.0469970703125,20.9530029296875,40.64208984375,47.35791015625
-2.3359375,6.3359375,30.216796875,37.783203125
5.49365234375,14.50634765625,26.02880859375,33.97119140625
