V1,V2,V3,V4
8.5,7.5,30.0,30.0
20.0,20.0,38.0,38.0
17.44775390625,14.55224609375,47.46484375,48.53515625
18.810791015625,13.189208984375,44.923828125,47.076171875
9.831298828125,2.168701171875,36.75341796875,39.24658203125
16.4287109375,7.5712890625,29.19677734375,30.80322265625
8.58056640625,-0.58056640625,30.23388671875,29.76611328125
20.25,11.75,49.55517578125,46.44482421875
9.4453125,2.5546875,40.6796875,35.3203125
12.33984375,7.66015625,37.1826171875,30.8173828125
13.312255859375,10.687744140625,50.93212890625,45.06787109375
6.805419921875,5.194580078125,52.18212890625,47.81787109375
5.06396484375,2.93603515625,49.46826171875,46.53173828125
11.950927734375,8.049072265625,51.34716796875,48.65283203125
9.00146484375,2.99853515625,38.099609375,33.900390625
9.715087890625,2.284912109375,49.55419921875,42.44580078125
21.860107421875,14.139892578125,43.146484375,32.853515625
23.5693359375,16.4306640625,54.18798828125,41.81201171875
21.185546875,14.814453125,40.21728515625,27.78271484375
11.00927734375,4.99072265625,51.22705078125,40.77294921875
21.14501953125,14.85498046875,45.65185546875,38.34814453125
9.52490234375,2.47509765625,52.14990234375,47.85009765625
22.011962890625,13.988037109375,45.30810546875,42.69189453125
14.47265625,5.52734375,33.41796875,30.58203125
18.787109375,9.212890625,44.36865234375,39.63134765625
22.883544921875,13.116455078125,47.67529296875,40.32470703125
12.813720703125,3.186279296875,52.65380859375,43.34619140625
10.80810546875,1.19189453125,54.693359375,45.306640625
17.17919921875,6.82080078125,47.52978515625,40.47021484375
24.08447265625,11.91552734375,43.3798828125,40.6201171875
11.322509765625,-3.322509765625,32.8564453125,35.1435546875
22.35791015625,5.64208984375,38.70751953125,45.29248046875
10.6015625,-6.6015625,43.51123046875,52.48876953125
19.77734375,4.22265625,43.462890625,52.537109375
14.144287109375,1.855712890625,40.35302734375,47.64697265625
24.428955078125,15.571044921875,29.701171875,34.298828125
5.481201171875,-1.481201171875,46.96484375,49.03515625
21.83447265625,14.16552734375,45.701171875,46.298828125
13.39306640625,2.60693359375,45.64501953125,46.35498046875
27.42529296875,12.57470703125,48.73095703125,51.26904296875
24.885986328125,7.114013671875,33.107421875,38.892578125
12.9296875,-4.9296875,39.193359375,48.806640625
9.368408203125,-5.368408203125,27.7138671875,40.2861328125
22.8359375,13.1640625,27.650390625,40.349609375
8.554443359375,3.445556640625,36.03076171875,43.96923828125
17.791748046875,14.208251953125,33.6025390625,30.3974609375
15.259033203125,8.740966796875,56.52685546875,35.47314453125
24.75244140625,11.24755859375,52.2080078125,7.7919921875
21.246337890625,-1.246337890625,79.3564453125,8.6435546875
19.393798828125,-11.393798828125,82.2578125,-14.2578125
30.15771484375,-6.15771484375,101.19384765625,-17.19384765625
39.233642578125,0.766357421875,98.88818359375,-34.88818359375
25.081787109375,-13.081787109375,116.81982421875,-24.81982421875
30.60986328125,-6.60986328125,113.30712890625,-29.30712890625
24.68115234375,-12.68115234375,117.361328125,-21.361328125
23.684814453125,-15.684814453125,110.3828125,-22.3828125
23.366943359375,-19.366943359375,95.748046875,-31.748046875
39.01220703125,-7.01220703125,108.390625,-16.390625
31.882080078125,-15.882080078125,104.52392578125,-20.52392578125
